3.831,6.7951,6.9753,0.97275,1.8627,6.8999,-2.2333,-3.0872,2
2.7051,4.4884,3.1016,-0.62274,0.7199,7.7228,-4.8278,-8.2204,2
0.063823,2.8457,5.8491,-1.1402,-1.4611,6.3295,-6.2947,-3.698,1
1.4266,-0.47787,1.0048,-1.9298,-1.2129,3.9979,-5.057,-8.4408,1
3.6347,5.3722,6.8523,0.09006,0.21891,7.2168,-2.5583,-0.74684,2
1.3742,5.2229,-0.45073,-3.3374,-1.0912,4.9488,-5.6245,-8.9544,2
1.4093,2.8272,4.5101,-5.6383,-1.5345,3.4128,-4.7736,-6.9898,1
2.3054,3.9697,5.5334,1.9199,0.85879,6.0486,-3.956,-0.8741,2
2.8314,3.3131,7.7129,-0.97007,-0.35523,5.2796,-0.11319,-3.3764,2
3.272,2.312,6.0531,0.29272,-0.053108,4.8994,-1.8106,-6.7264,2
1.4633,1.7474,2.2732,0.4277,-1.9692,2.7829,-1.4753,-10.869,1
2.2159,4.6297,7.7541,0.87297,-0.87755,7.3922,-6.0133,-2.7272,2
4.0141,5.7229,7.5445,2.5631,2.0475,6.4805,-0.97523,7.9323,2
1.0113,0.49158,2.2965,-5.4872,-2.0926,2.1277,-6.9295,-11.429,2
7.4252,6.63,6.9332,4.0262,2.2591,8.4579,-2.9201,-2.6629,2
1.7096,2.4474,-1.6271,-1.5415,-1.6559,3.3751,0.47196,-4.6346,1
4.5247,2.9542,5.9065,-0.51697,-2.5273,5.5568,-1.4364,-9.6412,2
3.3901,4.3685,5.3509,0.48772,2.1932,7.8145,-2.7466,-2.4505,2
2.3981,6.019,7.9578,-0.54079,1.0391,6.5365,-0.19124,0.14416,2
-0.11844,0.44698,-2.0487,-6.334,-3.2299,2.9035,-5.1108,-10.666,1
4.9061,8.0828,3.0599,1.8881,0.26968,6.8151,-1.2657,-4.8529,2
-0.68211,1.5284,5.408,-6.3763,-1.3236,3.4307,-8.6993,-13.376,1
3.8435,2.0833,7.5387,2.4186,2.5635,6.1603,1.2601,-3.8031,2
4.2431,7.5676,8.8661,1.9902,2.9793,6.8105,-1.0765,6.9543,2
2.5609,3.5536,4.3922,-0.49197,-0.17094,3.8153,-6.7101,-3.4378,1
1.8397,3.6072,4.255,-3.7591,0.7503,3.8706,-3.1524,-2.7202,1
3.9529,5.4992,0.80208,0.11014,-0.98908,7.7561,-3.4856,-3.4901,2
2.9972,3.3236,5.1378,-0.052435,-0.40191,5.0305,-2.237,-4.1932,1
4.9643,5.2953,6.4889,-0.12103,1.3698,6.859,-7.0236,-0.32909,2
4.2947,7.052,3.2168,-0.30724,0.52932,4.7113,-4.0269,-4.4199,2
2.7428,2.8199,3.5851,2.2786,0.049291,7.2383,-5.2329,-1.3852,2
4.5019,5.2505,7.1531,1.7314,2.7173,7.9473,1.4472,1.9214,2
0.90792,1.9659,3.199,-5.5605,-3.7414,3.3947,-9.1174,-9.9505,1
2.3835,3.8975,7.1068,1.8086,0.40115,6.3131,4.5982,-3.5111,2
3.2978,4.4937,6.2446,3.4268,1.4853,7.3476,-1.5028,-0.5511,2
2.2231,1.7135,1.4859,1.2107,-1.3316,3.9739,-2.901,-8.524,1
4.9221,8.0275,0.28713,-1.3456,2.5818,6.2253,-1.465,-5.7619,2
0.77572,4.9245,5.8982,-1.2758,0.8053,3.6943,-2.5224,-0.85193,1
0.47052,0.92278,3.7944,-1.5696,-2.2696,3.7097,-5.6237,-9.1305,1
5.0081,6.2991,9.613,3.7592,5.4145,7.4791,2.794,1.6511,2
4.7954,5.3908,6.8676,1.1287,4.9919,6.2105,3.5071,-2.8641,2
4.1449,6.9813,9.6337,2.4903,1.717,6.5465,-2.6598,-0.51659,2
0.8283,3.226,6.6944,0.60222,0.25153,5.0802,-5.5014,-1.4341,1
3.4439,4.3808,4.2867,-1.6907,2.4149,6.4574,-5.8246,-4.3529,2
3.8585,5.6149,1.174,-1.6893,1.2292,4.4803,-1.6965,-0.50573,2
4.7209,4.5056,6.485,2.8622,3.0239,8.1001,0.39414,0.30573,2
3.2103,6.414,8.7359,-0.29748,4.056,6.4537,-3.3631,-1.6038,2
-0.15919,1.1858,5.4015,-0.37427,-3.337,3.1958,-2.9124,-5.4262,1
5.8897,7.5046,6.6052,3.6343,0.86556,6.4504,-1.6781,-1.4973,2
0.79099,5.8419,6.7464,-0.20607,0.2692,3.3712,-0.2404,3.6191,1
4.2584,6.522,6.7535,0.95174,1.1472,6.6406,-3.1725,0.13012,2
0.80535,2.6565,2.8955,-0.64528,-0.98652,4.5012,-2.1834,-6.7049,1
4.4697,7.201,2.1974,-0.28796,2.6824,6.2573,-4.7578,-4.5711,2
2.3916,4.343,7.5404,0.1075,0.5394,5.5716,-5.1455,-3.0912,2
4.7733,7.3746,4.0619,2.8314,1.5066,7.8813,-1.4565,0.89912,2
2.8725,8.2399,6.4433,0.80424,-0.14159,8.0058,-6.3188,-4.1591,2
2.9104,3.4814,3.4319,1.478,-4.0813,5.0847,-2.9019,-0.37193,1
4.2946,3.7394,5.9525,3.1836,5.1839,4.7299,2.6057,1.3636,2
3.6241,3.3415,3.3865,4.7109,-0.075518,8.1371,-0.68163,0.052183,2
3.0903,4.7629,6.6759,-1.4067,-1.0651,4.6462,-5.0328,-3.4904,1
1.2599,2.0159,4.2782,-1.1282,-0.56342,6.4,-7.1317,-4.7459,1
0.92719,4.4508,5.0976,-5.7042,1.2179,2.4601,-5.7683,-7.0479,1
2.9167,3.3713,5.1865,2.7407,1.6537,6.9384,-1.7563,-7.2683,2
4.0957,8.118,7.0772,0.88849,0.30386,8.2704,-0.41978,-0.77296,2
2.2677,3.6887,5.1284,2.0188,-1.9084,6.6956,-4.3379,-8.2502,2
4.1086,5.2938,9.8905,1.2748,0.38065,7.0116,0.13357,-1.2564,2
5.73,7.1114,4.1683,-0.45366,1.5389,7.2581,-5.351,-2.8598,2
4.5095,8.7067,2.4979,3.3332,0.31436,8.6588,-1.1194,1.106,2
4.8643,3.4674,2.3373,-0.23098,2.2091,6.45,1.3867,-10.214,2
2.9025,4.5078,11.275,1.7832,-0.42991,8.0057,-3.4688,-3.2013,2
-0.013981,-2.1095,-0.95708,-1.3419,-3.1533,4.2319,-2.4677,-12.612,1
2.8852,4.2834,5.5114,4.1178,-1.1874,9.2534,-0.32291,-7.0479,2
3.6013,6.7993,3.0324,-1.8296,2.4085,4.6136,1.2788,-3.8335,2
-0.28935,-0.07165,-0.051894,-3.9067,-3.23,3.6189,-6.4423,-10.241,1
3.8682,4.8687,7.3289,0.48456,0.52998,4.7398,-0.74212,-5.6767,2
1.6794,4.7883,9.9992,4.7531,-0.89351,7.5055,3.5316,1.9203,2
2.7249,4.2857,5.1714,1.4472,0.8111,7.5427,-5.1286,-3.3928,2
4.0744,4.83,7.4776,1.9218,2.7416,7.1396,1.8831,3.6671,2
3.6644,5.8706,7.2881,1.6334,0.45223,8.4154,-2.5666,3.6688,2
0.25754,2.6692,3.7121,-0.3765,-1.6916,5.6434,-6.249,-3.3717,1
4.7912,4.1275,7.0288,-0.52431,2.9352,4.7116,-4.5579,-7.1472,2
0.57391,2.1698,3.6659,-2.6456,0.86868,2.9328,-4.2784,-9.2892,1
0.87254,2.4966,-0.74513,-1.1156,0.52298,3.8845,-7.5946,-2.2458,1
2.152,5.6157,5.5928,1.8697,1.5394,8.2988,-0.53892,1.9429,2
6.0149,5.7907,5.8939,2.7079,1.3341,6.4373,-5.2663,3.1282,2
3.141,7.698,2.5626,-0.058948,1.8583,7.6461,-3.2973,-0.85845,2
5.104,7.7083,2.6472,-0.27409,2.997,6.7531,-1.8133,0.064172,2
4.494,7.5283,6.235,-0.32187,0.98317,9.4714,-4.3975,-3.7662,2
0.52754,2.456,1.1268,-0.76077,-4.0729,3.6896,-6.234,-8.1362,1
2.8963,5.8837,2.8459,1.5358,-1.9943,3.6239,-2.7792,-3.7894,2
1.3168,3.3478,6.0581,-1.0152,-1.8594,5.7499,0.99313,0.82478,1
4.238,5.315,1.1048,4.3575,-0.97862,8.059,-2.1051,-6.6321,2
4.0406,5.3672,7.4064,0.32657,1.7412,6.4515,-6.6673,-3.5926,2
6.1203,6.5956,10.667,2.7835,3.4076,5.9449,-2.0889,-1.3504,2
3.5321,6.6974,7.7302,0.84844,1.9798,7.6095,-1.8553,-2.5553,2
2.8534,5.2578,6.8429,1.8654,0.29796,8.2384,-1.2693,-2.6604,2
0.91549,5.5858,1.3387,-4.2017,-2.0981,3.6936,-3.4723,-7.9599,1
3.9735,3.6038,5.3844,2.6569,0.46579,7.397,0.40004,-4.898,2
4.4354,4.0241,4.0419,1.5547,1.6303,7.5581,-0.70396,-6.1064,2
3.9439,4.7662,8.3701,1.8346,2.6052,8.3322,-0.50052,-2.8662,2
